statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Morewdness is a synonym of irress.,morewdness,irress,"chrishing, irress",0,0,0,1,0,synonyms,1,0,0
Grusk is not a synonym of an orgation.,grusk,orgation,"oxidifying, orgation",0,1,0,1,0,synonyms,1,0,0
Sheetoria is not a synonym of a wardizenmash gar.,sheetoria,wardizenmash gar,"riple, facementhright",0,1,0,1,0,synonyms,0,0,1
Jalains is a synonym of a simpovernabob.,jalains,simpovernabob,"simpovernabob, belevy",0,0,0,1,0,synonyms,1,0,0
Scontifa is not a synonym of a perimin.,scontifa,perimin,"bottongs, hare systaff",0,1,0,1,0,synonyms,1,0,0
Crusion is not a synonym of a procker.,crusion,procker,"procker, twichtoney",0,1,0,1,0,synonyms,0,0,1
Adageolet is a synonym of a fisterity.,adageolet,fisterity,"fisterity, dulation",0,0,0,1,0,synonyms,0,1,0
Geness is not a synonym of a direcover.,geness,direcover,"direcover, corprimet",0,1,0,1,0,synonyms,1,0,0
Viscot is not a synonym of an abrup.,viscot,abrup,"libbonery, bodium",0,1,0,1,0,synonyms,1,0,0
Receptab is a synonym of a clopent.,receptab,clopent,"proccus, pretencycle",0,0,0,1,0,synonyms,1,0,0
Defactor is a synonym of a maeroom.,defactor,maeroom,"maeroom, decration",0,0,0,1,0,synonyms,1,0,0
Airlin is not a synonym of asperglantiness.,airlin,asperglantiness,"jeopaedie, asperglantiness",0,1,0,1,0,synonyms,1,0,0
Hemicrobby is a synonym of a procker.,hemicrobby,procker,"cancephage, procker",0,0,0,1,0,synonyms,1,0,0
Rebrit is a synonym of a cascabelluloid.,rebrit,cascabelluloid,"cascabelluloid, harton",0,0,0,1,0,synonyms,1,0,0
Portel is not a synonym of a bodium.,portel,bodium,"fedon feve, riginard",0,1,0,1,0,synonyms,0,1,0
Maeston is a synonym of an oner 56.,maeston,oner 56,"sucree, oner 56",0,0,0,1,0,synonyms,0,0,1
Gement is not a synonym of a beddincovern.,gement,beddincovern,"beddincovern, browties",0,1,0,1,0,synonyms,0,1,0
Exhibitics is a synonym of a viewisdaikon.,exhibitics,viewisdaikon,"viewisdaikon, quino",0,0,0,1,0,synonyms,1,0,0
Willardiomyosarchass is a synonym of a conclumb.,willardiomyosarchass,conclumb,"genessness, goone",0,0,0,1,0,synonyms,0,0,1
Whattlee is not a synonym of a plainite mattager.,whattlee,plainite mattager,"pothesia, pendism",0,1,0,1,0,synonyms,1,0,0
Clastermer is not a synonym of a bumina.,clastermer,bumina,"croupless, proctorsaw",0,1,0,1,0,synonyms,1,0,0
Morization is not a synonym of a deleviar.,morization,deleviar,"mavel, perman",0,1,0,1,0,synonyms,1,0,0
Rainslow is not a synonym of ternessness.,rainslow,ternessness,"chole, cologister",0,1,0,1,0,synonyms,1,0,0
Toolshee is not a synonym of a cryptomyosaur.,toolshee,cryptomyosaur,"decration, cryptomyosaur",0,1,0,1,0,synonyms,0,0,1
Ancy is a synonym of a savouse.,ancy,savouse,"savouse, bumina",0,0,0,1,0,synonyms,1,0,0
Daddafitting is not a synonym of an undidance.,daddafitting,undidance,"rocusting, undidance",0,1,0,1,0,synonyms,1,0,0
Shreeson is a synonym of a sconfing.,shreeson,sconfing,"sconfing, perimin",0,0,0,1,0,synonyms,1,0,0
Peries is a synonym of a paratcher.,peries,paratcher,"hymnodymin, paratcher",0,0,0,1,0,synonyms,1,0,0
Whattlet is not a synonym of a schilanter 66.,whattlet,schilanter 66,"crity, jeopaedie",0,1,0,1,0,synonyms,1,0,0
Pathesia is a synonym of an attenation.,pathesia,attenation,"bonenception, appling",0,0,0,1,0,synonyms,0,1,0
Solverogen is a synonym of wrenalness.,solverogen,wrenalness,"carabi, wrenalness",0,0,0,1,0,synonyms,1,0,0
Arthaystal is not a synonym of a rango.,arthaystal,rango,"harkov, adver",0,1,0,1,0,synonyms,0,1,0
Abooze is not a synonym of a sensel.,abooze,sensel,"kebauch, subheapop",0,1,0,1,0,synonyms,1,0,0
Colleringus is a synonym of a mization.,colleringus,mization,"remeanoel, sugaboration",0,0,0,1,0,synonyms,0,1,0
Blacera is a synonym of a proctorsaw.,blacera,proctorsaw,"croscottlee, proctorsaw",0,0,0,1,0,synonyms,0,0,1
Epilininess is a synonym of a patern.,epilininess,patern,"khardman, patern",0,0,0,1,0,synonyms,0,1,0
Parater is not a synonym of a deman.,parater,deman,"deman, madring",0,1,0,1,0,synonyms,0,1,0
Desia is not a synonym of a substacement.,desia,substacement,"dience, inteness",0,1,0,1,0,synonyms,0,0,1
Kleinuance is not a synonym of a baction.,kleinuance,baction,"philia, baction",0,1,0,1,0,synonyms,1,0,0
Seache is not a synonym of a so-andyman.,seache,so-andyman,"shadement, morrhabbing",0,1,0,1,0,synonyms,0,1,0
Amnioraker is a synonym of a gregiancer.,amnioraker,gregiancer,"conclumb, enrolly",0,0,0,1,0,synonyms,0,1,0
Nuden is a synonym of a harvon.,nuden,harvon,"lippin, captainter",0,0,0,1,0,synonyms,1,0,0
Proppoinia is not a synonym of bottongs.,proppoinia,bottongs,"cotis, kopervance",0,1,0,1,0,synonyms,1,0,0
Granshiloh is not a synonym of hateries.,granshiloh,hateries,"hateries, speechwe",0,1,0,1,0,synonyms,1,0,0
Hoagulle is not a synonym of a johology.,hoagulle,johology,"drogeyman, johology",0,1,0,1,0,synonyms,0,1,0
Graphyte is a synonym of a chopatho.,graphyte,chopatho,"influorestherin, chopatho",0,0,0,1,0,synonyms,0,1,0
Optysis is a synonym of a deman.,optysis,deman,"sureaching, gilm",0,0,0,1,0,synonyms,1,0,0
Gramindlement is a synonym of a hology.,gramindlement,hology,"beddincovern, hare systaff",0,0,0,1,0,synonyms,1,0,0
Deutschtone is a synonym of a libractor.,deutschtone,libractor,"taching, libractor",0,0,0,1,0,synonyms,0,0,1
Flation is not a synonym of an ambridivola.,flation,ambridivola,"hymnodymin, sodiance",0,1,0,1,0,synonyms,0,1,0
Halumblethachinding is a synonym of a corniocepher.,halumblethachinding,corniocepher,"marijuanage, corniocepher",0,0,0,1,0,synonyms,1,0,0
Icence is not a synonym of a tellium.,icence,tellium,"stasia, tellium",0,1,0,1,0,synonyms,0,1,0
Eyeholokai is not a synonym of a timbatsy.,eyeholokai,timbatsy,"buncand, timbatsy",0,1,0,1,0,synonyms,1,0,0
Defeate is not a synonym of a handen band.,defeate,handen band,"bogation, handen band",0,1,0,1,0,synonyms,0,1,0
Arthaystal is a synonym of a tering.,arthaystal,tering,"harkov, adver",0,0,0,1,0,synonyms,0,1,0
Madre is not a synonym of a decati.,madre,decati,"airection, decati",0,1,0,1,0,synonyms,1,0,0
Madon is not a synonym of a candmotor.,madon,candmotor,"candmotor, rasperch",0,1,0,1,0,synonyms,0,0,1
Sunshiite is not a synonym of a cookstace.,sunshiite,cookstace,"cookstace, ambridivola",0,1,0,1,0,synonyms,0,0,1
Bewing is not a synonym of a clashise.,bewing,clashise,"mish mat, serrest",0,1,0,1,0,synonyms,1,0,0
Markovsky is a synonym of a doctorall.,markovsky,doctorall,"cochitter, goldama",0,0,0,1,0,synonyms,1,0,0
Halumblethachinding is a synonym of a serrest.,halumblethachinding,serrest,"marijuanage, corniocepher",0,0,0,1,0,synonyms,1,0,0
Railion is a synonym of bis systernintoba.,railion,bis systernintoba,"bis systernintoba, moundle-nose",0,0,0,1,0,synonyms,0,0,1
Iding is not a synonym of a riginard.,iding,riginard,"adulatance, filladiency",0,1,0,1,0,synonyms,0,1,0
Nigery is a synonym of envirginalis.,nigery,envirginalis,"drogeyman, mergy",0,0,0,1,0,synonyms,0,0,1
Gaucheling is a synonym of a homet.,gaucheling,homet,"cardion, homet",0,0,0,1,0,synonyms,1,0,0
Stelapse is a synonym of an incture.,stelapse,incture,"praxity, cability",0,0,0,1,0,synonyms,1,0,0
Pugling is a synonym of a parchaif.,pugling,parchaif,"parchaif, paupasman majig",0,0,0,1,0,synonyms,1,0,0
Direbuker is a synonym of a snation.,direbuker,snation,"avity, snation",0,0,0,1,0,synonyms,1,0,0
Wandslip is not a synonym of a housinet.,wandslip,housinet,"gourcasis, millment",0,1,0,1,0,synonyms,0,0,1
Fluiding is not a synonym of a madring.,fluiding,madring,"bism, madring",0,1,0,1,0,synonyms,0,1,0
Mooche is not a synonym of a movidex.,mooche,movidex,"paja, movidex",0,1,0,1,0,synonyms,1,0,0
Perfuncium is a synonym of a savouse.,perfuncium,savouse,"savouse, venessius",0,0,0,1,0,synonyms,0,1,0
Glitrich is not a synonym of a tubat.,glitrich,tubat,"clashise, tubat",0,1,0,1,0,synonyms,1,0,0
Djibwa is a synonym of bottongs.,djibwa,bottongs,"marquirt, zippin",0,0,0,1,0,synonyms,1,0,0
Prittaine is not a synonym of a baldridge.,prittaine,baldridge,"myelief, petuilegall",0,1,0,1,0,synonyms,0,0,1
Movichet is not a synonym of a terzettage.,movichet,terzettage,"clus, terzettage",0,1,0,1,0,synonyms,0,0,1
Houstari is not a synonym of a mainsolfer.,houstari,mainsolfer,"mainsolfer, mummee ade",0,1,0,1,0,synonyms,0,1,0
Hemia is a synonym of an ear rast.,hemia,ear rast,"croupless, ear rast",0,0,0,1,0,synonyms,0,1,0
Prouse is a synonym of a terzettage.,prouse,terzettage,"caeminess, deteriet",0,0,0,1,0,synonyms,0,0,1
Argings is not a synonym of a greging.,argings,greging,"incture, gouroys",0,1,0,1,0,synonyms,1,0,0
Incrimber is not a synonym of a quivert.,incrimber,quivert,"quivert, madrophan",0,1,0,1,0,synonyms,0,1,0
Prosepin is not a synonym of a shotsky.,prosepin,shotsky,"drogeyman, vexamile",0,1,0,1,0,synonyms,0,1,0
Clastitus is a synonym of an agare.,clastitus,agare,"turboo, pairband",0,0,0,1,0,synonyms,0,1,0
Salia is a synonym of romickless.,salia,romickless,"sucree, abrup",0,0,0,1,0,synonyms,1,0,0
Vellottle is not a synonym of a candmotor.,vellottle,candmotor,"chlorattor, candmotor",0,1,0,1,0,synonyms,0,0,1
Chimeo is not a synonym of a meteorome.,chimeo,meteorome,"corun avelandark, cocase",0,1,0,1,0,synonyms,0,0,1
Newsbread is a synonym of a vitar.,newsbread,vitar,"haemility, vitar",0,0,0,1,0,synonyms,0,1,0
Aquirter is a synonym of a chamment.,aquirter,chamment,"jouratta, chamment",0,0,0,1,0,synonyms,1,0,0
Dalepperg is a synonym of an addafitude.,dalepperg,addafitude,"sacclimov, sunlignatan",0,0,0,1,0,synonyms,0,0,1
Mozama is not a synonym of a cathert.,mozama,cathert,"taching, avity",0,1,0,1,0,synonyms,1,0,0
Deterium is not a synonym of an adversionativer.,deterium,adversionativer,"adversionativer, deteness",0,1,0,1,0,synonyms,0,1,0
Prownup is a synonym of a popul.,prownup,popul,"cochitter, popul",0,0,0,1,0,synonyms,1,0,0
Quel is a synonym of a filt.,quel,filt,"filt, coing arries",0,0,0,1,0,synonyms,0,1,0
Lewife is a synonym of a contryphery.,lewife,contryphery,"tuneasewillia, comburgee",0,0,0,1,0,synonyms,1,0,0
Pugling is a synonym of a schilanter 66.,pugling,schilanter 66,"parchaif, paupasman majig",0,0,0,1,0,synonyms,1,0,0
Gramiter is a synonym of a bugar.,gramiter,bugar,"rator, brandard",0,0,0,1,0,synonyms,0,0,1
Tosa is not a synonym of a khary exposit.,tosa,khary exposit,"enrolly, khary exposit",0,1,0,1,0,synonyms,1,0,0
Aboria is a synonym of a schilanter 66.,aboria,schilanter 66,"contis, sease",0,0,0,1,0,synonyms,1,0,0
Yardiomy is not a synonym of a shreworking.,yardiomy,shreworking,"cathert, shreworking",0,1,0,1,0,synonyms,0,1,0
Minemati is not a synonym of a bairporth.,minemati,bairporth,"terworman, pun secone",0,1,0,1,0,synonyms,0,1,0
Seachirren is not a synonym of a prehenko.,seachirren,prehenko,"gouroys, trousness",0,1,0,1,0,synonyms,0,0,1
Refuelie is a synonym of a libractor.,refuelie,libractor,"baldridge, herarialit",0,0,0,1,0,synonyms,1,0,0
Scaberker is a synonym of a cologister.,scaberker,cologister,"nicolard, cologister",0,0,0,1,0,synonyms,0,0,1
Tadpollame is not a synonym of an erractor.,tadpollame,erractor,"erractor, pun secone",0,1,0,1,0,synonyms,0,1,0
Trantion is a synonym of an ampathy.,trantion,ampathy,"ampathy, consterra",0,0,0,1,0,synonyms,0,0,1
Balla is not a synonym of a sucree.,balla,sucree,"privantosh, drickneelness",0,1,0,1,0,synonyms,0,1,0
Procutor is a synonym of a sheetor.,procutor,sheetor,"deless, sava",0,0,0,1,0,synonyms,0,1,0
Disdainshift is not a synonym of a chloroment.,disdainshift,chloroment,"chloroment, reckle",0,1,0,1,0,synonyms,1,0,0
Halkie is not a synonym of a petuilegall.,halkie,petuilegall,"doctorall, petuilegall",0,1,0,1,0,synonyms,1,0,0
Fransy is not a synonym of a manalian.,fransy,manalian,"quisliming, spergine",0,1,0,1,0,synonyms,0,1,0
Ambleshiva is not a synonym of a greepfollo.,ambleshiva,greepfollo,"shtink, greepfollo",0,1,0,1,0,synonyms,1,0,0
Arter is a synonym of a mussion.,arter,mussion,"pizz, mussion",0,0,0,1,0,synonyms,0,0,1
Tadpollame is not a synonym of a pun secone.,tadpollame,pun secone,"erractor, pun secone",0,1,0,1,0,synonyms,0,1,0
Chatche is not a synonym of an inciding.,chatche,inciding,"eastomicrole, prickslim",0,1,0,1,0,synonyms,0,1,0
Nuden is a synonym of a captainter.,nuden,captainter,"lippin, captainter",0,0,0,1,0,synonyms,1,0,0
Myelindslip is a synonym of an adulle.,myelindslip,adulle,"laudieticiation, quino",0,0,0,1,0,synonyms,1,0,0
Ricoid is not a synonym of a monemaine.,ricoid,monemaine,"oxidificease, punifica",0,1,0,1,0,synonyms,1,0,0
Lewife is not a synonym of a dahlim.,lewife,dahlim,"tuneasewillia, comburgee",0,1,0,1,0,synonyms,1,0,0
Moundum is not a synonym of an eastomicrole.,moundum,eastomicrole,"gelant, sugaboration",0,1,0,1,0,synonyms,0,0,1
Prunellow is not a synonym of a cascabelluloid.,prunellow,cascabelluloid,"execunni, knock radin",0,1,0,1,0,synonyms,1,0,0
Sychia is a synonym of an ampathy.,sychia,ampathy,"dointerproper 35, taching",0,0,0,1,0,synonyms,0,1,0
Infrighway is not a synonym of a cryptomyosaur.,infrighway,cryptomyosaur,"aspeeche, cryptomyosaur",0,1,0,1,0,synonyms,1,0,0
Rectan is not a synonym of a facementhright.,rectan,facementhright,"attenation, manding",0,1,0,1,0,synonyms,0,0,1
Crimness is a synonym of a deling.,crimness,deling,"alism, deling",0,0,0,1,0,synonyms,0,1,0
Ejectance is a synonym of quidness.,ejectance,quidness,"crical scot, comburgee",0,0,0,1,0,synonyms,1,0,0
Kharter is a synonym of a gresoullebor.,kharter,gresoullebor,"greging, gresoullebor",0,0,0,1,0,synonyms,0,0,1
Muggiste is a synonym of a decracer pendana trence.,muggiste,decracer pendana trence,"maini, cryptopod",0,0,0,1,0,synonyms,1,0,0
Aarhusband is a synonym of a savouse.,aarhusband,savouse,"dism, mergy",0,0,0,1,0,synonyms,0,1,0
Seachirren is a synonym of trousness.,seachirren,trousness,"gouroys, trousness",0,0,0,1,0,synonyms,0,1,0
Morewdness is not a synonym of a chrishing.,morewdness,chrishing,"chrishing, irress",0,1,0,1,0,synonyms,1,0,0
Encircast is a synonym of an ung sum.,encircast,ung sum,"vity dansheenway, ung sum",0,0,0,1,0,synonyms,0,1,0
Prown is a synonym of a meno per.,prown,meno per,"beddincovern, meno per",0,0,0,1,0,synonyms,0,1,0
Lawag is not a synonym of a riginard.,lawag,riginard,"proctorsaw, riginard",0,1,0,1,0,synonyms,0,1,0
Druple is not a synonym of a chiasimontry.,druple,chiasimontry,"helimitty, coruner",0,1,0,1,0,synonyms,0,1,0
Candonalist is a synonym of an expostan.,candonalist,expostan,"clopent, nicolard",0,0,0,1,0,synonyms,1,0,0
Deutschwe is not a synonym of a corop.,deutschwe,corop,"inteness, chift",0,1,0,1,0,synonyms,1,0,0
Connai is a synonym of a corun avelandark.,connai,corun avelandark,"corun avelandark, canence",0,0,0,1,0,synonyms,0,1,0
Clastermer is not a synonym of a proctorsaw.,clastermer,proctorsaw,"croupless, proctorsaw",0,1,0,1,0,synonyms,1,0,0
Moretta is a synonym of a chopatho.,moretta,chopatho,"chopatho, thrinkpot",0,0,0,1,0,synonyms,0,0,1
Djibouller is a synonym of a cardion.,djibouller,cardion,"tv secution, accompuring",0,0,0,1,0,synonyms,0,0,1
Disancy is not a synonym of a brussine.,disancy,brussine,"consuitab, sta",0,1,0,1,0,synonyms,0,1,0
Deposy is not a synonym of a shotsky.,deposy,shotsky,"jolsheetling, infinitens",0,1,0,1,0,synonyms,0,1,0
Guzzliness is not a synonym of wrenalness.,guzzliness,wrenalness,"nectionise, jakobus",0,1,0,1,0,synonyms,1,0,0
Prograta is a synonym of a vibreak.,prograta,vibreak,"cele, palacement",0,0,0,1,0,synonyms,0,0,1
Spendian is a synonym of a khardman.,spendian,khardman,"khary exposit, khardman",0,0,0,1,0,synonyms,0,1,0
Kharter is a synonym of a mimentate.,kharter,mimentate,"greging, gresoullebor",0,0,0,1,0,synonyms,0,0,1
Honencement is not a synonym of lantness.,honencement,lantness,"lantness, oatmosis",0,1,0,1,0,synonyms,1,0,0
Ejectance is a synonym of a voluende.,ejectance,voluende,"crical scot, comburgee",0,0,0,1,0,synonyms,1,0,0
Paralit is not a synonym of a kopervance.,paralit,kopervance,"kopervance, juncollmenze",0,1,0,1,0,synonyms,1,0,0
Ragoguessness is a synonym of a strong systeless.,ragoguessness,strong systeless,"factionia, procology",0,0,0,1,0,synonyms,1,0,0
Dese is not a synonym of a speechwe.,dese,speechwe,"ravorcinizer, aepys",0,1,0,1,0,synonyms,0,1,0
Gradeross is a synonym of a parchaif.,gradeross,parchaif,"trostething, parchaif",0,0,0,1,0,synonyms,0,0,1
Hoopecidium is a synonym of a conjurge.,hoopecidium,conjurge,"nonflose notizen, croscottlee",0,0,0,1,0,synonyms,1,0,0
Compling is a synonym of an asseminity.,compling,asseminity,"unist, asseminity",0,0,0,1,0,synonyms,1,0,0
Misrael is a synonym of a rescent.,misrael,rescent,"decration, contryphery",0,0,0,1,0,synonyms,0,1,0
Jalains is not a synonym of a simpovernabob.,jalains,simpovernabob,"simpovernabob, belevy",0,1,0,1,0,synonyms,1,0,0
Tadpol is not a synonym of a coltancer.,tadpol,coltancer,"coltancer, ache applief",0,1,0,1,0,synonyms,1,0,0
Inck is a synonym of a quation.,inck,quation,"exhumat, vibreak",0,0,0,1,0,synonyms,0,0,1
Metrostan is a synonym of an adulle.,metrostan,adulle,"cycless, planding",0,0,0,1,0,synonyms,0,0,1
Droca is a synonym of a cousand softwatefulfilliancer.,droca,cousand softwatefulfilliancer,"trostething, filladiency",0,0,0,1,0,synonyms,0,1,0
Locannount is not a synonym of roodless.,locannount,roodless,"roodless, butc",0,1,0,1,0,synonyms,1,0,0
Infining is a synonym of a timbatsy.,infining,timbatsy,"vegentider, eiter",0,0,0,1,0,synonyms,1,0,0
Cousness is a synonym of a fini.,cousness,fini,"yeshade, fini",0,0,0,1,0,synonyms,1,0,0
Changle is a synonym of a virgilt.,changle,virgilt,"apporization, serve ther",0,0,0,1,0,synonyms,0,0,1
Haviaturbia is not a synonym of a coltancer.,haviaturbia,coltancer,"coltancer, paupasman majig",0,1,0,1,0,synonyms,1,0,0
Tadpol is not a synonym of an ache applief.,tadpol,ache applief,"coltancer, ache applief",0,1,0,1,0,synonyms,1,0,0
Foyevsky is a synonym of a gynaestherdun.,foyevsky,gynaestherdun,"gynaestherdun, chokkian",0,0,0,1,0,synonyms,1,0,0
Perusintifa is not a synonym of a rooftwall.,perusintifa,rooftwall,"greging, rooftwall",0,1,0,1,0,synonyms,1,0,0
Edwardion is not a synonym of a paupasman majig.,edwardion,paupasman majig,"cablenooze, souratablence",0,1,0,1,0,synonyms,0,0,1
Camounker is not a synonym of a so-andyman.,camounker,so-andyman,"microweateralis, so-andyman",0,1,0,1,0,synonyms,0,1,0
Flunkers is a synonym of wrenalness.,flunkers,wrenalness,"corun avelandark, candmotor",0,0,0,1,0,synonyms,1,0,0
Kharlowne is not a synonym of pugilmeritis.,kharlowne,pugilmeritis,"pugilmeritis, dise",0,1,0,1,0,synonyms,0,1,0
Conflosis is a synonym of an orgation.,conflosis,orgation,"friving, orgation",0,0,0,1,0,synonyms,1,0,0
Albanse is not a synonym of a cookstace.,albanse,cookstace,"refration, cookstace",0,1,0,1,0,synonyms,1,0,0
Algier is a synonym of bugaboutpouncidiness.,algier,bugaboutpouncidiness,"devisoniness, addafitude",0,0,0,1,0,synonyms,0,0,1
Athway is not a synonym of a simo.,athway,simo,"simo, turboo",0,1,0,1,0,synonyms,1,0,0
Dostab is not a synonym of a choot.,dostab,choot,"monemaine, taching",0,1,0,1,0,synonyms,1,0,0
Havilio is not a synonym of a monaliation.,havilio,monaliation,"dysfundwich, softwareet",0,1,0,1,0,synonyms,0,1,0
Firenosuperd is not a synonym of envirginalis.,firenosuperd,envirginalis,"envirginalis, grammeried",0,1,0,1,0,synonyms,0,1,0
Decoastruce is a synonym of a corprimet.,decoastruce,corprimet,"cipless, corprimet",0,0,0,1,0,synonyms,1,0,0
Shedibitor is not a synonym of a turboo.,shedibitor,turboo,"gelancy, turboo",0,1,0,1,0,synonyms,0,1,0
Disancy is not a synonym of a consuitab.,disancy,consuitab,"consuitab, sta",0,1,0,1,0,synonyms,1,0,0
Furchent is not a synonym of a cavilitre.,furchent,cavilitre,"gyness, cavilitre",0,1,0,1,0,synonyms,0,0,1
Egoer is not a synonym of a cordiote.,egoer,cordiote,"disemen, cordiote",0,1,0,1,0,synonyms,0,1,0
Fatsmanna is not a synonym of a riple.,fatsmanna,riple,"riple, fedon feve",0,1,0,1,0,synonyms,0,0,1
Balus is a synonym of a timbatsy.,balus,timbatsy,"timbatsy, orderlus",0,0,0,1,0,synonyms,1,0,0
Sembletitics is not a synonym of an antion.,sembletitics,antion,"antion, clapes",0,1,0,1,0,synonyms,0,1,0
Locannount is not a synonym of a campatry.,locannount,campatry,"roodless, butc",0,1,0,1,0,synonyms,1,0,0
Mudskirter is a synonym of an ache applief.,mudskirter,ache applief,"cordiote, ache applief",0,0,0,1,0,synonyms,0,1,0
Licecreads is a synonym of an enrolly.,licecreads,enrolly,"perimin, biot barlow",0,0,0,1,0,synonyms,1,0,0
Dolorism is not a synonym of a submarist.,dolorism,submarist,"gemaking, rovocashnaps",0,1,0,1,0,synonyms,0,0,1
Maracao is a synonym of bross.,maracao,bross,"serve ther, gynaestherdun",0,0,0,1,0,synonyms,1,0,0
Cusalist is not a synonym of an adulle.,cusalist,adulle,"loudhoodle, weighboring",0,1,0,1,0,synonyms,0,0,1
Dissing is not a synonym of an erractor.,dissing,erractor,"divilinettonne, televant",0,1,0,1,0,synonyms,0,0,1
Cister is not a synonym of a mish mat.,cister,mish mat,"mish mat, exclumpt",0,1,0,1,0,synonyms,1,0,0
Posity is a synonym of an abella.,posity,abella,"meteorome, abella",0,0,0,1,0,synonyms,1,0,0
Albatson is not a synonym of a goldence.,albatson,goldence,"speep, goldence",0,1,0,1,0,synonyms,1,0,0
Dahlimazel is a synonym of a millment.,dahlimazel,millment,"fluoretic, millment",0,0,0,1,0,synonyms,0,0,1
Viscot is a synonym of a miliar.,viscot,miliar,"libbonery, bodium",0,0,0,1,0,synonyms,1,0,0
Koperier is a synonym of a shivant.,koperier,shivant,"shivant, cumstal",0,0,0,1,0,synonyms,1,0,0
Dizativings is not a synonym of deposis.,dizativings,deposis,"deposis, nicolard",0,1,0,1,0,synonyms,1,0,0
Dise is a synonym of deposis.,dise,deposis,"belevy, deposis",0,0,0,1,0,synonyms,0,0,1
Dizativings is not a synonym of a nicolard.,dizativings,nicolard,"deposis, nicolard",0,1,0,1,0,synonyms,1,0,0
Pathew is a synonym of a monemaine.,pathew,monemaine,"pimpouriosa, monemaine",0,0,0,1,0,synonyms,1,0,0
Palainess is not a synonym of a lumpt.,palainess,lumpt,"twarding, lention",0,1,0,1,0,synonyms,1,0,0
Rosisticle is a synonym of a gresoullebor.,rosisticle,gresoullebor,"comburgee, pathang",0,0,0,1,0,synonyms,0,0,1
Calminet is a synonym of a chimet.,calminet,chimet,"mergy, chimet",0,0,0,1,0,synonyms,0,1,0
Swoodwork is a synonym of a cardion.,swoodwork,cardion,"cardion, impaird of thermat",0,0,0,1,0,synonyms,1,0,0
Mammari is not a synonym of a plainite mattager.,mammari,plainite mattager,"microweateralis, plainite mattager",0,1,0,1,0,synonyms,1,0,0
Pyjamace is a synonym of a papabulation.,pyjamace,papabulation,"edeava, papabulation",0,0,0,1,0,synonyms,1,0,0
Sprina is not a synonym of a wization.,sprina,wization,"idifiela, wization",0,1,0,1,0,synonyms,0,0,1
Tatorce is not a synonym of an edeava.,tatorce,edeava,"edeava, perimin",0,1,0,1,0,synonyms,0,0,1
Pretter is not a synonym of a punifica.,pretter,punifica,"batrics, jakobus",0,1,0,1,0,synonyms,1,0,0
Coastro is a synonym of a serrest.,coastro,serrest,"tack woma, railroom",0,0,0,1,0,synonyms,0,0,1
Whattlet is a synonym of a crity.,whattlet,crity,"crity, jeopaedie",0,0,0,1,0,synonyms,0,0,1
Flage is not a synonym of a mergy.,flage,mergy,"exhumat, orderlus",0,1,0,1,0,synonyms,1,0,0
Fantel is a synonym of a chrishing.,fantel,chrishing,"shreworking, chrishing",0,0,0,1,0,synonyms,1,0,0
Blastenet is not a synonym of an ency.,blastenet,ency,"mooze, johology",0,1,0,1,0,synonyms,0,0,1
Rubidity is not a synonym of a weighboring.,rubidity,weighboring,"weighboring, flation",0,1,0,1,0,synonyms,1,0,0
Wrence is not a synonym of a woosecuting.,wrence,woosecuting,"cablenooze, woosecuting",0,1,0,1,0,synonyms,0,1,0
Daddafi is a synonym of a chiasimontry.,daddafi,chiasimontry,"exclumpt, chiasimontry",0,0,0,1,0,synonyms,1,0,0
Classant is a synonym of a peepermithy.,classant,peepermithy,"crical scot, degravitate",0,0,0,1,0,synonyms,0,0,1
Shiter is a synonym of a friving.,shiter,friving,"friving, schilanter 66",0,0,0,1,0,synonyms,0,1,0
Edwarez is not a synonym of gouroys.,edwarez,gouroys,"movidex, gouroys",0,1,0,1,0,synonyms,0,1,0
Listend is a synonym of a chamment.,listend,chamment,"goldiness, devisoniness",0,0,0,1,0,synonyms,1,0,0
Prollary is a synonym of a goone.,prollary,goone,"aepys, driffontess",0,0,0,1,0,synonyms,1,0,0
Fini is a synonym of a nuater.,fini,nuater,"nuater, jouratta",0,0,0,1,0,synonyms,0,0,1
Slewifell is a synonym of a softwarez.,slewifell,softwarez,"softwarez, fedonness",0,0,0,1,0,synonyms,1,0,0
Cochirrup is a synonym of a mic celevising.,cochirrup,mic celevising,"mic celevising, mic provocann",0,0,0,1,0,synonyms,0,1,0
Irrence is a synonym of an anoeuvrabian.,irrence,anoeuvrabian,"anoeuvrabian, riginard",0,0,0,1,0,synonyms,1,0,0
Recius is a synonym of dilapeness.,recius,dilapeness,"laudiety, cumstal",0,0,0,1,0,synonyms,0,1,0
Housewing is a synonym of a televant.,housewing,televant,"jewelcompuscle, mountion",0,0,0,1,0,synonyms,0,0,1
Rocaniac is not a synonym of a haemor.,rocaniac,haemor,"canence, goldiness",0,1,0,1,0,synonyms,1,0,0
Seachirren is a synonym of gouroys.,seachirren,gouroys,"gouroys, trousness",0,0,0,1,0,synonyms,0,1,0
Refulness is not a synonym of a priseastemp.,refulness,priseastemp,"serrest, kabor",0,1,0,1,0,synonyms,0,0,1
Markovsky is not a synonym of a rasperch.,markovsky,rasperch,"cochitter, goldama",0,1,0,1,0,synonyms,1,0,0
Verder is not a synonym of dilapeness.,verder,dilapeness,"gryption, dilapeness",0,1,0,1,0,synonyms,0,0,1
